,Team,Opp,Name,Pos,FD_points,Key,Date,first_downs,TotYd,PassY,RushY,TO,day,kickoff,location,Defense,FFP_lag1,FFP_lag2,FFP_lag3,Tot_lag1,Pass_lag1,Russ_lag1,Tot_lag2,Pass_lag2,Russ_lag2,Tot_lag3,Pass_lag3,Russ_lag3
0,CAR,KAN,Christian McCaffrey (McCaCh01),RB,32.1,McCaCh01,2020-11-08,30.0,435.0,331.0,104.0,0.0,Sun,1:00PM ET,home,Chiefs,22.8,27.0,,221.0,128.0,93.0,411.0,234.0,177.0,206.0,122.0,84.0
1,CAR,TAM,Christian McCaffrey (McCaCh01),RB,22.8,McCaCh01,2020-09-20,24.0,427.0,340.0,87.0,4.0,Sun,1:00PM ET,home,Bucs,27.0,,,271.0,189.0,82.0,350.0,243.0,107.0,381.0,314.0,67.0
2,CAR,LVR,Christian McCaffrey (McCaCh01),RB,27.0,McCaCh01,2020-09-13,22.0,388.0,259.0,129.0,0.0,Sun,1:00PM ET,@,Raiders,,,,446.0,324.0,122.0,238.0,168.0,70.0,284.0,265.0,19.0
3,MIN,NOR,Dalvin Cook (CookDa01),RB,15.5,CookDa01,2020-12-25,25.0,364.0,274.0,90.0,0.0,Fri,4:30PM ET,home,Saints,24.4,18.0,20.9,411.0,232.0,179.0,413.0,167.0,246.0,332.0,262.0,70.0
4,MIN,CHI,Dalvin Cook (CookDa01),RB,24.4,CookDa01,2020-12-20,26.0,407.0,249.0,158.0,1.0,Sun,1:00PM ET,@,Bears,18.0,20.9,8.2,263.0,155.0,108.0,460.0,400.0,60.0,393.0,211.0,182.0
5,MIN,TAM,Dalvin Cook (CookDa01),RB,18.0,CookDa01,2020-12-13,27.0,335.0,173.0,162.0,1.0,Sun,1:00PM ET,home,Bucs,20.9,8.2,22.5,543.0,456.0,87.0,413.0,376.0,37.0,187.0,122.0,65.0
6,MIN,JAX,Dalvin Cook (CookDa01),RB,20.9,CookDa01,2020-12-06,30.0,420.0,275.0,145.0,2.0,Sun,1:00PM ET,@,Jaguars,8.2,22.5,13.2,459.0,252.0,207.0,373.0,267.0,106.0,395.0,315.0,80.0
7,MIN,CAR,Dalvin Cook (CookDa01),RB,8.2,CookDa01,2020-11-29,26.0,387.0,291.0,96.0,3.0,Sun,1:00PM ET,@,Panthers,22.5,13.2,38.2,185.0,145.0,40.0,544.0,334.0,210.0,397.0,361.0,36.0
8,MIN,DAL,Dalvin Cook (CookDa01),RB,22.5,CookDa01,2020-11-22,24.0,430.0,305.0,125.0,2.0,Sun,4:25PM ET,@,Cowboys,13.2,38.2,47.6,355.0,309.0,46.0,222.0,103.0,119.0,397.0,189.0,208.0
9,MIN,CHI,Dalvin Cook (CookDa01),RB,13.2,CookDa01,2020-11-16,19.0,385.0,286.0,99.0,2.0,Mon,8:15PM ET,home,Bears,38.2,47.6,17.4,228.0,136.0,92.0,394.0,272.0,122.0,371.0,211.0,160.0
10,MIN,DET,Dalvin Cook (CookDa01),RB,38.2,CookDa01,2020-11-08,22.0,487.0,212.0,275.0,0.0,Sun,1:00PM ET,@,Lions,47.6,17.4,27.6,366.0,247.0,119.0,388.0,322.0,66.0,275.0,231.0,44.0
11,MIN,GNB,Dalvin Cook (CookDa01),RB,47.6,CookDa01,2020-11-01,20.0,324.0,151.0,173.0,0.0,Sun,1:00PM ET,home,Packers,17.4,27.6,24.9,365.0,286.0,79.0,324.0,166.0,158.0,327.0,249.0,78.0
12,MIN,SEA,Dalvin Cook (CookDa01),RB,17.4,CookDa01,2020-10-11,31.0,449.0,248.0,201.0,2.0,Sun,8:20PM ET,home,Seahawks,27.6,24.9,16.1,415.0,312.0,103.0,522.0,461.0,61.0,464.0,397.0,67.0
13,MIN,HOU,Dalvin Cook (CookDa01),RB,27.6,CookDa01,2020-10-04,24.0,410.0,248.0,162.0,0.0,Sun,1:00PM ET,home,Texans,24.9,16.1,21.3,387.0,218.0,169.0,407.0,177.0,230.0,369.0,203.0,166.0
14,MIN,TEN,Dalvin Cook (CookDa01),RB,24.9,CookDa01,2020-09-27,22.0,464.0,238.0,226.0,3.0,Sun,1:00PM ET,@,Titans,16.1,21.3,,480.0,315.0,165.0,323.0,216.0,107.0,401.0,165.0,236.0
15,MIN,IND,Dalvin Cook (CookDa01),RB,16.1,CookDa01,2020-09-20,12.0,175.0,95.0,80.0,3.0,Sun,1:00PM ET,home,Colts,21.3,,,241.0,150.0,91.0,397.0,301.0,96.0,283.0,230.0,53.0
16,MIN,GNB,Dalvin Cook (CookDa01),RB,21.3,CookDa01,2020-09-13,25.0,382.0,248.0,134.0,1.0,Sun,1:00PM ET,@,Packers,,,,351.0,275.0,76.0,244.0,148.0,96.0,356.0,248.0,108.0
17,NOR,MIN,Alvin Kamara (KamaAl00),RB,54.7,KamaAl00,2020-12-25,36.0,583.0,319.0,264.0,2.0,Fri,4:30PM ET,@,Vikings,16.9,18.9,16.7,397.0,198.0,199.0,303.0,196.0,107.0,390.0,266.0,124.0
18,NOR,KAN,Alvin Kamara (KamaAl00),RB,16.9,KamaAl00,2020-12-20,15.0,285.0,225.0,60.0,1.0,Sun,4:25PM ET,@,Chiefs,18.9,16.7,5.7,367.0,287.0,80.0,330.0,151.0,179.0,417.0,342.0,75.0
19,NOR,PHI,Alvin Kamara (KamaAl00),RB,18.9,KamaAl00,2020-12-13,20.0,358.0,262.0,96.0,2.0,Sun,4:25PM ET,home,Eagles,16.7,5.7,10.5,437.0,288.0,149.0,301.0,225.0,76.0,324.0,187.0,137.0
20,NOR,ATL,Alvin Kamara (KamaAl00),RB,16.7,KamaAl00,2020-12-06,23.0,424.0,217.0,207.0,1.0,Sun,1:00PM ET,home,Falcons,5.7,10.5,31.3,243.0,203.0,40.0,376.0,210.0,166.0,405.0,302.0,103.0
21,NOR,DEN,Alvin Kamara (KamaAl00),RB,5.7,KamaAl00,2020-11-29,19.0,292.0,63.0,229.0,1.0,Sun,4:05PM ET,home,Broncos,10.5,31.3,13.4,223.0,167.0,56.0,357.0,154.0,203.0,363.0,271.0,92.0
22,NOR,ATL,Alvin Kamara (KamaAl00),RB,10.5,KamaAl00,2020-11-22,24.0,376.0,210.0,166.0,1.0,Sun,1:00PM ET,@,Falcons,31.3,13.4,20.8,405.0,302.0,103.0,304.0,157.0,147.0,386.0,322.0,64.0
23,NOR,SFO,Alvin Kamara (KamaAl00),RB,31.3,KamaAl00,2020-11-15,17.0,237.0,123.0,114.0,2.0,Sun,4:25PM ET,@,Niners,13.4,20.8,18.8,405.0,294.0,111.0,350.0,249.0,101.0,241.0,147.0,94.0
24,NOR,TAM,Alvin Kamara (KamaAl00),RB,13.4,KamaAl00,2020-11-08,27.0,420.0,282.0,138.0,2.0,Sun,8:20PM ET,home,Bucs,20.8,18.8,15.9,357.0,256.0,101.0,347.0,271.0,76.0,201.0,107.0,94.0
25,NOR,CHI,Alvin Kamara (KamaAl00),RB,20.8,KamaAl00,2020-11-01,23.0,394.0,272.0,122.0,0.0,Sun,4:25PM ET,home,Bears,18.8,15.9,19.4,371.0,211.0,160.0,303.0,191.0,112.0,339.0,233.0,106.0
26,NOR,CAR,Alvin Kamara (KamaAl00),RB,18.8,KamaAl00,2020-10-25,26.0,415.0,277.0,138.0,1.0,Sun,1:00PM ET,@,Panthers,15.9,19.4,38.2,261.0,198.0,63.0,373.0,207.0,166.0,262.0,133.0,129.0
27,NOR,LAC,Alvin Kamara (KamaAl00),RB,15.9,KamaAl00,2020-10-12,23.0,408.0,313.0,95.0,1.0,Mon,8:15PM ET,@,Chargers,19.4,38.2,33.9,484.0,369.0,115.0,302.0,221.0,81.0,414.0,289.0,125.0
28,NOR,DET,Alvin Kamara (KamaAl00),RB,19.4,KamaAl00,2020-10-04,29.0,392.0,228.0,164.0,1.0,Sun,1:00PM ET,home,Lions,38.2,33.9,21.2,377.0,268.0,109.0,488.0,229.0,259.0,363.0,214.0,149.0
29,NOR,GNB,Alvin Kamara (KamaAl00),RB,38.2,KamaAl00,2020-09-27,21.0,397.0,275.0,122.0,1.0,Sun,8:20PM ET,@,Packers,33.9,21.2,,307.0,218.0,89.0,382.0,248.0,134.0,351.0,275.0,76.0
30,NOR,LVR,Alvin Kamara (KamaAl00),RB,33.9,KamaAl00,2020-09-21,26.0,424.0,312.0,112.0,1.0,Mon,8:15PM ET,home,Raiders,21.2,,,388.0,259.0,129.0,446.0,324.0,122.0,238.0,168.0,70.0
31,NOR,TAM,Alvin Kamara (KamaAl00),RB,21.2,KamaAl00,2020-09-13,18.0,271.0,189.0,82.0,0.0,Sun,4:25PM ET,@,Bucs,,,,350.0,243.0,107.0,381.0,314.0,67.0,294.0,190.0,104.0
32,TEN,GNB,Derrick Henry (HenrDe00),RB,9.8,HenrDe00,2020-12-27,15.0,260.0,104.0,156.0,2.0,Sun,8:20PM ET,home,Packers,24.2,35.2,5.4,364.0,249.0,115.0,293.0,242.0,51.0,278.0,161.0,117.0
33,TEN,DET,Derrick Henry (HenrDe00),RB,24.2,HenrDe00,2020-12-20,28.0,463.0,268.0,195.0,0.0,Sun,1:00PM ET,@,Lions,35.2,5.4,37.5,410.0,290.0,120.0,389.0,249.0,140.0,384.0,307.0,77.0
34,TEN,JAX,Derrick Henry (HenrDe00),RB,35.2,HenrDe00,2020-12-13,25.0,454.0,205.0,249.0,1.0,Sun,1:00PM ET,home,Jaguars,5.4,37.5,19.7,420.0,275.0,145.0,459.0,252.0,207.0,373.0,267.0,106.0
35,TEN,CLE,Derrick Henry (HenrDe00),RB,5.4,HenrDe00,2020-12-06,25.0,431.0,369.0,62.0,3.0,Sun,1:00PM ET,@,Browns,37.5,19.7,11.4,375.0,235.0,140.0,315.0,209.0,106.0,243.0,153.0,90.0
36,TEN,IND,Derrick Henry (HenrDe00),RB,37.5,HenrDe00,2020-11-29,28.0,449.0,220.0,229.0,0.0,Sun,1:00PM ET,home,Colts,19.7,11.4,6.8,367.0,301.0,66.0,294.0,137.0,157.0,266.0,156.0,110.0
37,TEN,BAL,Derrick Henry (HenrDe00),RB,19.7,HenrDe00,2020-11-22,26.0,423.0,250.0,173.0,1.0,Sun,1:00PM ET,home,Ravens,11.4,6.8,17.2,308.0,135.0,173.0,339.0,227.0,112.0,221.0,173.0,48.0
38,TEN,IND,Derrick Henry (HenrDe00),RB,11.4,HenrDe00,2020-11-12,25.0,294.0,137.0,157.0,0.0,Thu,8:20PM ET,@,Colts,6.8,17.2,14.2,266.0,156.0,110.0,326.0,297.0,29.0,398.0,300.0,98.0
39,TEN,CHI,Derrick Henry (HenrDe00),RB,6.8,HenrDe00,2020-11-08,11.0,228.0,136.0,92.0,0.0,Sun,1:00PM ET,@,Bears,17.2,14.2,39.4,394.0,272.0,122.0,371.0,211.0,160.0,303.0,191.0,112.0
40,TEN,CIN,Derrick Henry (HenrDe00),RB,17.2,HenrDe00,2020-11-01,27.0,441.0,223.0,218.0,1.0,Sun,1:00PM ET,home,Bengals,14.2,39.4,18.8,398.0,316.0,82.0,430.0,371.0,59.0,332.0,171.0,161.0
41,TEN,PIT,Derrick Henry (HenrDe00),RB,14.2,HenrDe00,2020-10-25,15.0,292.0,210.0,82.0,0.0,Sun,1:00PM ET,@,Steelers,39.4,18.8,26.0,220.0,145.0,75.0,336.0,242.0,94.0,260.0,231.0,29.0
42,TEN,HOU,Derrick Henry (HenrDe00),RB,39.4,HenrDe00,2020-10-18,31.0,607.0,344.0,263.0,2.0,Sun,1:00PM ET,@,Texans,18.8,26.0,8.4,364.0,289.0,75.0,410.0,248.0,162.0,387.0,218.0,169.0
43,TEN,BUF,Derrick Henry (HenrDe00),RB,18.8,HenrDe00,2020-10-13,25.0,334.0,195.0,139.0,0.0,Tue,7:00PM ET,@,Bills,26.0,8.4,14.6,383.0,297.0,86.0,478.0,311.0,167.0,410.0,311.0,99.0
44,TEN,MIN,Derrick Henry (HenrDe00),RB,26.0,HenrDe00,2020-09-27,23.0,444.0,310.0,134.0,1.0,Sun,1:00PM ET,home,Vikings,8.4,14.6,,354.0,203.0,151.0,522.0,364.0,158.0,417.0,288.0,129.0
45,TEN,JAX,Derrick Henry (HenrDe00),RB,8.4,HenrDe00,2020-09-20,23.0,354.0,231.0,123.0,0.0,Sun,1:00PM ET,@,Jaguars,14.6,,,445.0,357.0,88.0,437.0,164.0,273.0,275.0,143.0,132.0
46,TEN,DEN,Derrick Henry (HenrDe00),RB,14.6,HenrDe00,2020-09-14,26.0,377.0,247.0,130.0,0.0,Mon,10:10PM ET,home,Broncos,,,,465.0,359.0,106.0,477.0,380.0,97.0,191.0,95.0,96.0
47,GNB,TEN,Aaron Jones (JoneAa00),RB,11.8,JoneAa00,2020-12-27,27.0,448.0,214.0,234.0,1.0,Sun,8:20PM ET,@,Titans,23.3,8.5,22.3,430.0,307.0,123.0,354.0,263.0,91.0,458.0,340.0,118.0
48,GNB,CAR,Aaron Jones (JoneAa00),RB,23.3,JoneAa00,2020-12-19,20.0,291.0,96.0,195.0,0.0,Sat,8:15PM ET,@,Panthers,8.5,22.3,9.5,365.0,269.0,96.0,387.0,291.0,96.0,185.0,145.0,40.0
49,GNB,DET,Aaron Jones (JoneAa00),RB,8.5,JoneAa00,2020-12-13,26.0,410.0,290.0,120.0,0.0,Sun,4:25PM ET,home,Lions,22.3,9.5,15.1,389.0,249.0,140.0,384.0,307.0,77.0,374.0,258.0,116.0
50,GNB,PHI,Aaron Jones (JoneAa00),RB,22.3,JoneAa00,2020-12-06,20.0,437.0,288.0,149.0,0.0,Sun,4:25PM ET,@,Eagles,9.5,15.1,12.0,301.0,225.0,76.0,324.0,187.0,137.0,382.0,231.0,151.0
51,GNB,CHI,Aaron Jones (JoneAa00),RB,9.5,JoneAa00,2020-11-29,28.0,393.0,211.0,182.0,0.0,Sun,8:20PM ET,@,Bears,15.1,12.0,10.4,385.0,286.0,99.0,228.0,136.0,92.0,394.0,272.0,122.0
52,GNB,IND,Aaron Jones (JoneAa00),RB,15.1,JoneAa00,2020-11-22,21.0,367.0,301.0,66.0,4.0,Sun,4:25PM ET,home,Colts,12.0,10.4,11.6,294.0,137.0,157.0,266.0,156.0,110.0,326.0,297.0,29.0
53,GNB,JAX,Aaron Jones (JoneAa00),RB,12.0,JoneAa00,2020-11-15,16.0,395.0,315.0,80.0,2.0,Sun,1:00PM ET,@,Jaguars,10.4,11.6,19.6,374.0,267.0,107.0,484.0,349.0,135.0,403.0,223.0,180.0
54,GNB,SFO,Aaron Jones (JoneAa00),RB,10.4,JoneAa00,2020-11-05,21.0,405.0,294.0,111.0,0.0,Thu,8:20PM ET,home,Niners,11.6,19.6,15.6,350.0,249.0,101.0,241.0,147.0,94.0,311.0,198.0,113.0
55,GNB,TAM,Aaron Jones (JoneAa00),RB,11.6,JoneAa00,2020-10-18,13.0,201.0,107.0,94.0,2.0,Sun,4:25PM ET,home,Bucs,19.6,15.6,43.6,243.0,208.0,35.0,324.0,278.0,46.0,226.0,184.0,42.0
56,GNB,ATL,Aaron Jones (JoneAa00),RB,19.6,JoneAa00,2020-10-05,22.0,403.0,315.0,88.0,0.0,Mon,8:15PM ET,@,Falcons,15.6,43.6,15.6,437.0,307.0,130.0,570.0,445.0,125.0,383.0,299.0,84.0
57,GNB,NOR,Aaron Jones (JoneAa00),RB,15.6,JoneAa00,2020-09-27,24.0,369.0,271.0,98.0,0.0,Sun,8:20PM ET,home,Saints,43.6,15.6,,377.0,261.0,116.0,310.0,224.0,86.0,316.0,189.0,127.0
58,GNB,DET,Aaron Jones (JoneAa00),RB,43.6,JoneAa00,2020-09-20,26.0,488.0,229.0,259.0,0.0,Sun,1:00PM ET,@,Lions,15.6,,,363.0,214.0,149.0,508.0,383.0,125.0,432.0,312.0,120.0
59,GNB,MIN,Aaron Jones (JoneAa00),RB,15.6,JoneAa00,2020-09-13,31.0,522.0,364.0,158.0,0.0,Sun,1:00PM ET,home,Vikings,,,,417.0,288.0,129.0,337.0,179.0,158.0,383.0,199.0,184.0
60,CLE,NYJ,Nick Chubb (ChubNi00),RB,15.1,ChubNi00,2020-12-27,23.0,299.0,254.0,45.0,2.0,Sun,1:00PM ET,home,Jets,13.6,23.3,17.1,303.0,189.0,114.0,410.0,236.0,174.0,440.0,368.0,72.0
61,CLE,NYG,Nick Chubb (ChubNi00),RB,13.6,ChubNi00,2020-12-20,24.0,392.0,286.0,106.0,0.0,Sun,8:20PM ET,home,Giants,23.3,17.1,25.1,390.0,231.0,159.0,327.0,216.0,111.0,155.0,115.0,40.0
62,CLE,BAL,Nick Chubb (ChubNi00),RB,23.3,ChubNi00,2020-12-14,33.0,493.0,355.0,138.0,1.0,Mon,8:15PM ET,@,Ravens,17.1,25.1,11.4,388.0,277.0,111.0,334.0,266.0,68.0,423.0,250.0,173.0
63,CLE,TEN,Nick Chubb (ChubNi00),RB,17.1,ChubNi00,2020-12-06,26.0,458.0,340.0,118.0,1.0,Sun,1:00PM ET,home,Titans,25.1,11.4,18.6,336.0,280.0,56.0,306.0,177.0,129.0,430.0,297.0,133.0
64,CLE,JAX,Nick Chubb (ChubNi00),RB,25.1,ChubNi00,2020-11-29,25.0,459.0,252.0,207.0,1.0,Sun,1:00PM ET,home,Jaguars,11.4,18.6,4.3,373.0,267.0,106.0,395.0,315.0,80.0,374.0,267.0,107.0
65,CLE,PHI,Nick Chubb (ChubNi00),RB,11.4,ChubNi00,2020-11-22,17.0,324.0,187.0,137.0,1.0,Sun,1:00PM ET,@,Eagles,18.6,4.3,23.5,382.0,231.0,151.0,265.0,132.0,133.0,325.0,165.0,160.0
66,CLE,HOU,Nick Chubb (ChubNi00),RB,18.6,ChubNi00,2020-11-15,20.0,356.0,125.0,231.0,0.0,Sun,1:00PM ET,@,Texans,4.3,23.5,25.8,403.0,288.0,115.0,379.0,283.0,96.0,607.0,344.0,263.0
67,CLE,DAL,Nick Chubb (ChubNi00),RB,4.3,ChubNi00,2020-10-04,33.0,508.0,201.0,307.0,0.0,Sun,1:00PM ET,home,Cowboys,23.5,25.8,5.1,412.0,295.0,117.0,380.0,267.0,113.0,422.0,269.0,153.0
68,CLE,WAS,Nick Chubb (ChubNi00),RB,23.5,ChubNi00,2020-09-27,19.0,300.0,142.0,158.0,0.0,Sun,1:00PM ET,@,Redskins,25.8,5.1,,438.0,278.0,160.0,265.0,208.0,57.0,507.0,365.0,142.0
69,CLE,CIN,Nick Chubb (ChubNi00),RB,25.8,ChubNi00,2020-09-17,23.0,434.0,219.0,215.0,1.0,Thu,8:20PM ET,@,Bengals,5.1,,,362.0,207.0,155.0,525.0,121.0,404.0,313.0,239.0,74.0
70,CLE,BAL,Nick Chubb (ChubNi00),RB,5.1,ChubNi00,2020-09-13,20.0,306.0,168.0,138.0,3.0,Sun,1:00PM ET,home,Ravens,,,,220.0,188.0,32.0,209.0,158.0,51.0,195.0,48.0,147.0
71,JAX,BAL,James Robinson (RobiJa00),RB,12.8,RobiJa00,2020-12-20,17.0,267.0,205.0,62.0,1.0,Sun,1:00PM ET,home,Ravens,10.3,19.8,24.4,493.0,355.0,138.0,388.0,277.0,111.0,334.0,266.0,68.0
72,JAX,TEN,James Robinson (RobiJa00),RB,10.3,RobiJa00,2020-12-13,20.0,354.0,263.0,91.0,1.0,Sun,1:00PM ET,@,Titans,19.8,24.4,10.4,458.0,340.0,118.0,336.0,280.0,56.0,306.0,177.0,129.0
73,JAX,MIN,James Robinson (RobiJa00),RB,19.8,RobiJa00,2020-12-06,20.0,390.0,266.0,124.0,4.0,Sun,1:00PM ET,home,Vikings,24.4,10.4,12.2,374.0,267.0,107.0,376.0,196.0,180.0,149.0,108.0,41.0
74,JAX,CLE,James Robinson (RobiJa00),RB,24.4,RobiJa00,2020-11-29,22.0,375.0,235.0,140.0,0.0,Sun,1:00PM ET,@,Browns,10.4,12.2,15.9,315.0,209.0,106.0,243.0,153.0,90.0,309.0,100.0,209.0
75,JAX,PIT,James Robinson (RobiJa00),RB,10.4,RobiJa00,2020-11-22,14.0,206.0,133.0,73.0,4.0,Sun,1:00PM ET,@,Steelers,12.2,15.9,29.7,324.0,185.0,139.0,364.0,220.0,144.0,457.0,192.0,265.0
76,JAX,GNB,James Robinson (RobiJa00),RB,12.2,RobiJa00,2020-11-15,16.0,260.0,151.0,109.0,1.0,Sun,1:00PM ET,home,Packers,15.9,29.7,13.3,337.0,282.0,55.0,324.0,151.0,173.0,365.0,286.0,79.0
77,JAX,HOU,James Robinson (RobiJa00),RB,15.9,RobiJa00,2020-11-08,22.0,403.0,288.0,115.0,1.0,Sun,1:00PM ET,@,Texans,29.7,13.3,7.5,379.0,283.0,96.0,607.0,344.0,263.0,364.0,289.0,75.0
78,JAX,LAC,James Robinson (RobiJa00),RB,29.7,RobiJa00,2020-10-25,15.0,294.0,154.0,140.0,1.0,Sun,4:25PM ET,home,Chargers,13.3,7.5,12.7,408.0,313.0,95.0,484.0,369.0,115.0,302.0,221.0,81.0
79,JAX,DET,James Robinson (RobiJa00),RB,13.3,RobiJa00,2020-10-18,16.0,275.0,231.0,44.0,2.0,Sun,1:00PM ET,@,Lions,7.5,12.7,27.9,392.0,228.0,164.0,377.0,268.0,109.0,488.0,229.0,259.0
80,JAX,HOU,James Robinson (RobiJa00),RB,7.5,RobiJa00,2020-10-11,22.0,364.0,289.0,75.0,2.0,Sun,1:00PM ET,home,Texans,12.7,27.9,19.5,410.0,248.0,162.0,387.0,218.0,169.0,407.0,177.0,230.0
81,JAX,CIN,James Robinson (RobiJa00),RB,12.7,RobiJa00,2020-10-04,25.0,429.0,340.0,89.0,1.0,Sun,1:00PM ET,home,Bengals,27.9,19.5,9.5,378.0,206.0,172.0,434.0,219.0,215.0,362.0,207.0,155.0
82,JAX,MIA,James Robinson (RobiJa00),RB,27.9,RobiJa00,2020-09-24,22.0,318.0,246.0,72.0,2.0,Thu,8:20PM ET,@,Dolphins,19.5,9.5,,523.0,411.0,112.0,357.0,140.0,217.0,455.0,377.0,78.0
83,JAX,TEN,James Robinson (RobiJa00),RB,19.5,RobiJa00,2020-09-20,30.0,480.0,315.0,165.0,2.0,Sun,1:00PM ET,home,Titans,9.5,,,323.0,216.0,107.0,401.0,165.0,236.0,457.0,361.0,96.0
84,JAX,IND,James Robinson (RobiJa00),RB,9.5,RobiJa00,2020-09-13,17.0,241.0,150.0,91.0,0.0,Sun,1:00PM ET,@,Colts,,,,397.0,301.0,96.0,283.0,230.0,53.0,353.0,286.0,67.0
85,CHI,JAX,David Montgomery (MontDa01),RB,19.1,MontDa01,2020-12-27,28.0,391.0,263.0,128.0,1.0,Sun,1:00PM ET,home,Jaguars,28.7,23.0,25.1,409.0,250.0,159.0,454.0,205.0,249.0,420.0,275.0,145.0
86,CHI,MIN,David Montgomery (MontDa01),RB,28.7,MontDa01,2020-12-20,23.0,397.0,198.0,199.0,1.0,Sun,1:00PM ET,home,Vikings,23.0,25.1,22.8,303.0,196.0,107.0,390.0,266.0,124.0,374.0,267.0,107.0
87,CHI,HOU,David Montgomery (MontDa01),RB,23.0,MontDa01,2020-12-13,23.0,410.0,241.0,169.0,0.0,Sun,1:00PM ET,@,Texans,25.1,22.8,3.7,371.0,262.0,109.0,388.0,279.0,109.0,435.0,349.0,86.0
88,CHI,DET,David Montgomery (MontDa01),RB,25.1,MontDa01,2020-12-06,26.0,389.0,249.0,140.0,1.0,Sun,1:00PM ET,@,Lions,22.8,3.7,11.5,384.0,307.0,77.0,374.0,258.0,116.0,464.0,375.0,89.0
