,Team,Opp,Name,Pos,FD_points,Key,Date,first_downs,TotYd,PassY,RushY,TO,day,kickoff,location,Defense,FFP_lag1,FFP_lag2,FFP_lag3,Tot_lag1,Pass_lag1,Russ_lag1,Tot_lag2,Pass_lag2,Russ_lag2,Tot_lag3,Pass_lag3,Russ_lag3
194,PHI,DAL,Miles Sanders (SandMi01),RB,16.4,SandMi01,2020-12-27,24.0,477.0,326.0,151.0,3.0,Sun,4:25PM ET,home,Cowboys,9.5,27.6,3.1,458.0,308.0,150.0,309.0,208.0,101.0,401.0,107.0,294.0
195,PHI,ARI,Miles Sanders (SandMi01),RB,9.5,SandMi01,2020-12-20,26.0,422.0,305.0,117.0,0.0,Sun,4:05PM ET,home,Cardinals,27.6,3.1,5.2,159.0,81.0,78.0,463.0,344.0,119.0,179.0,69.0,110.0
196,PHI,NOR,Miles Sanders (SandMi01),RB,27.6,SandMi01,2020-12-13,21.0,413.0,167.0,246.0,1.0,Sun,4:25PM ET,@,Saints,3.1,5.2,7.6,332.0,262.0,70.0,112.0,12.0,100.0,248.0,196.0,52.0
197,PHI,GNB,Miles Sanders (SandMi01),RB,3.1,SandMi01,2020-12-06,17.0,278.0,161.0,117.0,1.0,Sun,4:25PM ET,home,Packers,5.2,7.6,12.5,350.0,229.0,121.0,420.0,280.0,140.0,260.0,151.0,109.0
198,PHI,SEA,Miles Sanders (SandMi01),RB,5.2,SandMi01,2020-11-30,18.0,250.0,180.0,70.0,1.0,Mon,8:15PM ET,@,Seahawks,7.6,12.5,11.7,314.0,257.0,57.0,389.0,283.0,106.0,420.0,386.0,34.0
199,PHI,CLE,Miles Sanders (SandMi01),RB,7.6,SandMi01,2020-11-22,19.0,315.0,209.0,106.0,3.0,Sun,1:00PM ET,home,Browns,12.5,11.7,22.9,243.0,153.0,90.0,309.0,100.0,209.0,468.0,387.0,81.0
200,PHI,NYG,Miles Sanders (SandMi01),RB,12.5,SandMi01,2020-11-15,22.0,346.0,190.0,156.0,0.0,Sun,1:00PM ET,home,Giants,11.7,22.9,8.6,402.0,365.0,37.0,344.0,263.0,81.0,442.0,346.0,96.0
201,PHI,BAL,Miles Sanders (SandMi01),RB,11.7,SandMi01,2020-10-18,19.0,364.0,170.0,194.0,1.0,Sun,1:00PM ET,@,Ravens,22.9,8.6,12.7,205.0,135.0,70.0,343.0,274.0,69.0,517.0,385.0,132.0
202,PHI,PIT,Miles Sanders (SandMi01),RB,22.9,SandMi01,2020-10-11,20.0,336.0,242.0,94.0,2.0,Sun,1:00PM ET,home,Steelers,8.6,12.7,18.6,260.0,231.0,29.0,319.0,215.0,104.0,291.0,262.0,29.0
203,PHI,SFO,Miles Sanders (SandMi01),RB,8.6,SandMi01,2020-10-04,18.0,267.0,174.0,93.0,1.0,Sun,8:20PM ET,home,Niners,12.7,18.6,,231.0,165.0,66.0,277.0,173.0,104.0,404.0,224.0,180.0
204,PHI,CIN,Miles Sanders (SandMi01),RB,12.7,SandMi01,2020-09-27,27.0,378.0,206.0,172.0,2.0,Sun,1:00PM ET,@,Bengals,18.6,,,434.0,219.0,215.0,362.0,207.0,155.0,525.0,121.0,404.0
205,PHI,LAR,Miles Sanders (SandMi01),RB,18.6,SandMi01,2020-09-20,25.0,363.0,242.0,121.0,3.0,Sun,1:00PM ET,@,Rams,,,,380.0,244.0,136.0,484.0,296.0,188.0,278.0,142.0,136.0
206,CLE,NYJ,Kareem Hunt (HuntKa00),RB,12.7,HuntKa00,2020-12-27,23.0,299.0,254.0,45.0,2.0,Sun,1:00PM ET,home,Jets,4.3,26.0,7.2,303.0,189.0,114.0,410.0,236.0,174.0,440.0,368.0,72.0
207,CLE,NYG,Kareem Hunt (HuntKa00),RB,4.3,HuntKa00,2020-12-20,24.0,392.0,286.0,106.0,0.0,Sun,8:20PM ET,home,Giants,26.0,7.2,6.2,390.0,231.0,159.0,327.0,216.0,111.0,155.0,115.0,40.0
208,CLE,BAL,Kareem Hunt (HuntKa00),RB,26.0,HuntKa00,2020-12-14,33.0,493.0,355.0,138.0,1.0,Mon,8:15PM ET,@,Ravens,7.2,6.2,8.6,388.0,277.0,111.0,334.0,266.0,68.0,423.0,250.0,173.0
209,CLE,TEN,Kareem Hunt (HuntKa00),RB,7.2,HuntKa00,2020-12-06,26.0,458.0,340.0,118.0,1.0,Sun,1:00PM ET,home,Titans,6.2,8.6,14.7,336.0,280.0,56.0,306.0,177.0,129.0,430.0,297.0,133.0
210,CLE,JAX,Kareem Hunt (HuntKa00),RB,6.2,HuntKa00,2020-11-29,25.0,459.0,252.0,207.0,1.0,Sun,1:00PM ET,home,Jaguars,8.6,14.7,8.3,373.0,267.0,106.0,395.0,315.0,80.0,374.0,267.0,107.0
211,CLE,PHI,Kareem Hunt (HuntKa00),RB,8.6,HuntKa00,2020-11-22,17.0,324.0,187.0,137.0,1.0,Sun,1:00PM ET,@,Eagles,14.7,8.3,17.7,382.0,231.0,151.0,265.0,132.0,133.0,325.0,165.0,160.0
212,CLE,HOU,Kareem Hunt (HuntKa00),RB,14.7,HuntKa00,2020-11-15,20.0,356.0,125.0,231.0,0.0,Sun,1:00PM ET,@,Texans,8.3,17.7,6.7,403.0,288.0,115.0,379.0,283.0,96.0,607.0,344.0,263.0
213,CLE,LVR,Kareem Hunt (HuntKa00),RB,8.3,HuntKa00,2020-11-01,14.0,223.0,122.0,101.0,1.0,Sun,1:00PM ET,@,Raiders,17.7,6.7,16.8,454.0,369.0,85.0,413.0,333.0,80.0,337.0,274.0,63.0
214,CLE,CIN,Kareem Hunt (HuntKa00),RB,17.7,HuntKa00,2020-10-25,23.0,398.0,316.0,82.0,1.0,Sun,1:00PM ET,home,Bengals,6.7,16.8,19.1,430.0,371.0,59.0,332.0,171.0,161.0,429.0,340.0,89.0
215,CLE,PIT,Kareem Hunt (HuntKa00),RB,6.7,HuntKa00,2020-10-18,12.0,220.0,145.0,75.0,2.0,Sun,1:00PM ET,home,Steelers,16.8,19.1,13.4,336.0,242.0,94.0,260.0,231.0,29.0,319.0,215.0,104.0
216,CLE,IND,Kareem Hunt (HuntKa00),RB,16.8,HuntKa00,2020-10-11,22.0,385.0,261.0,124.0,2.0,Sun,4:25PM ET,@,Colts,19.1,13.4,23.1,269.0,241.0,28.0,260.0,151.0,109.0,175.0,95.0,80.0
217,CLE,DAL,Kareem Hunt (HuntKa00),RB,19.1,HuntKa00,2020-10-04,33.0,508.0,201.0,307.0,0.0,Sun,1:00PM ET,home,Cowboys,13.4,23.1,10.1,412.0,295.0,117.0,380.0,267.0,113.0,422.0,269.0,153.0
218,CLE,WAS,Kareem Hunt (HuntKa00),RB,13.4,HuntKa00,2020-09-27,19.0,300.0,142.0,158.0,0.0,Sun,1:00PM ET,@,Redskins,23.1,10.1,,438.0,278.0,160.0,265.0,208.0,57.0,507.0,365.0,142.0
219,CLE,CIN,Kareem Hunt (HuntKa00),RB,23.1,HuntKa00,2020-09-17,23.0,434.0,219.0,215.0,1.0,Thu,8:20PM ET,@,Bengals,10.1,,,362.0,207.0,155.0,525.0,121.0,404.0,313.0,239.0,74.0
220,CLE,BAL,Kareem Hunt (HuntKa00),RB,10.1,HuntKa00,2020-09-13,20.0,306.0,168.0,138.0,3.0,Sun,1:00PM ET,home,Ravens,,,,220.0,188.0,32.0,209.0,158.0,51.0,195.0,48.0,147.0
221,DET,TAM,D'Andre Swift (SwifDA00),RB,7.0,SwifDA00,2020-12-26,12.0,186.0,113.0,73.0,2.0,Sat,1:00PM ET,@,Bucs,20.2,13.0,23.4,369.0,332.0,37.0,335.0,173.0,162.0,543.0,456.0,87.0
222,DET,TEN,D'Andre Swift (SwifDA00),RB,20.2,SwifDA00,2020-12-20,27.0,430.0,307.0,123.0,3.0,Sun,1:00PM ET,home,Titans,13.0,23.4,11.2,354.0,263.0,91.0,458.0,340.0,118.0,336.0,280.0,56.0
223,DET,GNB,D'Andre Swift (SwifDA00),RB,13.0,SwifDA00,2020-12-13,27.0,293.0,242.0,51.0,0.0,Sun,4:25PM ET,@,Packers,23.4,11.2,3.8,278.0,161.0,117.0,350.0,229.0,121.0,420.0,280.0,140.0
224,DET,WAS,D'Andre Swift (SwifDA00),RB,23.4,SwifDA00,2020-11-15,21.0,372.0,267.0,105.0,0.0,Sun,1:00PM ET,@,Redskins,11.2,3.8,12.8,350.0,184.0,166.0,142.0,59.0,83.0,240.0,108.0,132.0
225,DET,MIN,D'Andre Swift (SwifDA00),RB,11.2,SwifDA00,2020-11-08,30.0,421.0,292.0,129.0,3.0,Sun,1:00PM ET,home,Vikings,3.8,12.8,25.8,400.0,291.0,109.0,462.0,363.0,99.0,314.0,190.0,124.0
226,DET,IND,D'Andre Swift (SwifDA00),RB,3.8,SwifDA00,2020-11-01,20.0,326.0,297.0,29.0,2.0,Sun,1:00PM ET,@,Colts,12.8,25.8,13.2,398.0,300.0,98.0,385.0,261.0,124.0,269.0,241.0,28.0
227,DET,ATL,D'Andre Swift (SwifDA00),RB,12.8,SwifDA00,2020-10-25,21.0,386.0,322.0,64.0,0.0,Sun,1:00PM ET,home,Falcons,25.8,13.2,2.4,365.0,333.0,32.0,437.0,313.0,124.0,403.0,315.0,88.0
228,DET,JAX,D'Andre Swift (SwifDA00),RB,25.8,SwifDA00,2020-10-18,25.0,403.0,223.0,180.0,1.0,Sun,1:00PM ET,home,Jaguars,13.2,2.4,9.7,486.0,357.0,129.0,505.0,300.0,205.0,294.0,156.0,138.0
229,DET,NOR,D'Andre Swift (SwifDA00),RB,13.2,SwifDA00,2020-10-04,18.0,281.0,191.0,90.0,1.0,Sun,1:00PM ET,@,Saints,2.4,9.7,9.8,369.0,271.0,98.0,377.0,261.0,116.0,310.0,224.0,86.0
230,DET,ARI,D'Andre Swift (SwifDA00),RB,2.4,SwifDA00,2020-09-27,22.0,322.0,232.0,90.0,0.0,Sun,4:25PM ET,home,Cardinals,9.7,9.8,,316.0,199.0,117.0,366.0,243.0,123.0,333.0,223.0,110.0
231,DET,GNB,D'Andre Swift (SwifDA00),RB,9.7,SwifDA00,2020-09-20,19.0,307.0,218.0,89.0,1.0,Sun,1:00PM ET,home,Packers,9.8,,,382.0,248.0,134.0,351.0,275.0,76.0,244.0,148.0,96.0
232,DET,CHI,D'Andre Swift (SwifDA00),RB,9.8,SwifDA00,2020-09-13,25.0,426.0,288.0,138.0,1.0,Sun,1:00PM ET,@,Bears,,,,385.0,262.0,123.0,316.0,237.0,79.0,300.0,126.0,174.0
233,CAR,WAS,Mike Davis (DaviMi01),RB,8.8,DaviMi01,2020-12-27,19.0,280.0,167.0,113.0,2.0,Sun,4:05PM ET,home,Redskins,7.1,23.8,9.4,302.0,121.0,181.0,344.0,236.0,108.0,326.0,305.0,21.0
234,CAR,GNB,Mike Davis (DaviMi01),RB,7.1,DaviMi01,2020-12-19,20.0,364.0,249.0,115.0,1.0,Sat,8:15PM ET,home,Packers,23.8,9.4,14.9,293.0,242.0,51.0,278.0,161.0,117.0,350.0,229.0,121.0
235,CAR,DEN,Mike Davis (DaviMi01),RB,23.8,DaviMi01,2020-12-13,22.0,370.0,245.0,125.0,0.0,Sun,1:00PM ET,@,Broncos,9.4,14.9,6.4,447.0,313.0,134.0,292.0,63.0,229.0,223.0,167.0,56.0
236,CAR,MIN,Mike Davis (DaviMi01),RB,9.4,DaviMi01,2020-11-29,21.0,374.0,267.0,107.0,1.0,Sun,1:00PM ET,home,Vikings,14.9,6.4,6.2,376.0,196.0,180.0,149.0,108.0,41.0,421.0,292.0,129.0
237,CAR,DET,Mike Davis (DaviMi01),RB,14.9,DaviMi01,2020-11-22,20.0,374.0,258.0,116.0,2.0,Sun,1:00PM ET,@,Lions,6.4,6.2,8.2,464.0,375.0,89.0,487.0,212.0,275.0,366.0,247.0,119.0
238,CAR,TAM,Mike Davis (DaviMi01),RB,6.4,DaviMi01,2020-11-15,13.0,187.0,122.0,65.0,1.0,Sun,1:00PM ET,@,Bucs,6.2,8.2,6.1,420.0,282.0,138.0,357.0,256.0,101.0,347.0,271.0,76.0
239,CAR,KAN,Mike Davis (DaviMi01),RB,6.2,DaviMi01,2020-11-08,30.0,435.0,331.0,104.0,0.0,Sun,1:00PM ET,home,Chiefs,8.2,6.1,10.5,221.0,128.0,93.0,411.0,234.0,177.0,206.0,122.0,84.0
240,CAR,ATL,Mike Davis (DaviMi01),RB,8.2,DaviMi01,2020-10-29,18.0,304.0,157.0,147.0,1.0,Thu,8:20PM ET,@,Falcons,6.1,10.5,25.4,386.0,322.0,64.0,365.0,333.0,32.0,437.0,313.0,124.0
241,CAR,NOR,Mike Davis (DaviMi01),RB,6.1,DaviMi01,2020-10-25,18.0,283.0,246.0,37.0,0.0,Sun,1:00PM ET,home,Saints,10.5,25.4,19.6,350.0,239.0,111.0,281.0,191.0,90.0,369.0,271.0,98.0
242,CAR,CHI,Mike Davis (DaviMi01),RB,10.5,DaviMi01,2020-10-18,23.0,303.0,191.0,112.0,3.0,Sun,1:00PM ET,@,Bears,25.4,19.6,19.1,339.0,233.0,106.0,289.0,186.0,103.0,371.0,227.0,144.0
243,CAR,ATL,Mike Davis (DaviMi01),RB,25.4,DaviMi01,2020-10-11,24.0,437.0,313.0,124.0,0.0,Sun,1:00PM ET,home,Falcons,19.6,19.1,11.5,403.0,315.0,88.0,437.0,307.0,130.0,570.0,445.0,125.0
244,CAR,ARI,Mike Davis (DaviMi01),RB,19.6,DaviMi01,2020-10-04,30.0,444.0,276.0,168.0,1.0,Sun,1:00PM ET,@,Cardinals,19.1,11.5,,322.0,232.0,90.0,316.0,199.0,117.0,366.0,243.0,123.0
245,CAR,LAC,Mike Davis (DaviMi01),RB,19.1,DaviMi01,2020-09-27,14.0,302.0,221.0,81.0,0.0,Sun,4:05PM ET,home,Chargers,11.5,,,414.0,289.0,125.0,295.0,173.0,122.0,268.0,217.0,51.0
246,CAR,TAM,Mike Davis (DaviMi01),RB,11.5,DaviMi01,2020-09-20,24.0,427.0,340.0,87.0,4.0,Sun,1:00PM ET,home,Bucs,,,,271.0,189.0,82.0,350.0,243.0,107.0,381.0,314.0,67.0
